TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,TransactionAmount_binned,CustomerAge_binned,Target
71.95,0,2,59.0,1,53.00000000000001,9267.32,low,senior,0
7.5,1,2,63.0,2,36.0,6485.78,low,senior,0
206.46,1,0,65.0,2,279.0,3984.38,low,senior,1
423.11,1,0,60.0,1,47.0,412.78,medium,senior,2
35.84,0,2,54.0,2,172.0,4795.65,low,adult,0
88.6,0,1,28.0,3,105.0,246.57,low,young,1
53.81,0,0,55.0,1,37.0,4734.110000000001,low,adult,2
22.46,1,2,54.0,2,78.0,6631.5,low,adult,0
334.89,1,2,21.0,3,260.0,1661.68,low,young,1
319.27,0,2,54.0,2,59.00000000000001,5504.01,low,adult,0
144.3,1,0,18.0,3,88.0,312.19,low,,1
348.7,0,1,69.0,2,149.0,2445.58,low,senior,1
366.21,1,0,62.0,0,181.0,10862.99,low,senior,2
99.11,1,2,55.0,2,12.0,5414.87,low,adult,0
539.35,1,0,55.0,2,127.0,3919.4399999999996,medium,adult,1
188.99,1,1,58.0,1,91.99999999999999,7315.34,low,adult,2
710.14,1,0,26.0,3,227.0,465.62999999999994,medium,young,1
308.68,1,2,53.0,0,170.0,9992.36,low,adult,0
166.68,1,0,57.0,2,139.0,5141.19,low,adult,1
0.99,1,0,45.0,1,133.0,4317.85,low,adult,2
505.18999999999994,1,0,30.0,0,128.0,5326.68,medium,young,2
66.58,1,1,23.0,3,79.0,1636.32,low,young,1
223.43,1,1,77.0,2,178.0,7932.410000000001,low,senior,1
659.95,1,2,60.0,1,114.0,3927.6900000000005,medium,senior,0
634.86,1,0,27.0,3,45.0,588.4999999999999,medium,young,1
286.5,0,1,30.0,1,60.00000000000001,8517.95,low,young,2
322.96,0,1,76.0,2,168.00000000000003,2401.59,low,senior,1
654.48,1,1,19.0,3,114.0,6776.41,medium,young,1
157.97,1,1,48.0,0,140.0,5529.92,low,adult,2
120.90000000000002,1,1,40.0,0,52.00000000000001,9009.42,low,adult,2
254.77,1,1,57.0,1,57.0,5994.87,low,adult,2
795.96,1,2,65.0,2,119.0,5468.58,medium,senior,0
149.25,1,0,39.0,1,142.0,5677.52,low,adult,2
3.42,0,1,43.0,0,158.0,14180.21,low,adult,2
68.19,0,2,40.0,0,189.0,9895.1,low,adult,0
493.4200000000001,1,1,39.0,1,111.0,2232.84,medium,adult,2
37.57,1,0,57.0,2,42.00000000000001,7739.54,low,adult,1
127.00000000000001,0,1,19.0,3,68.00000000000001,431.16,low,young,1
96.89,1,0,59.0,3,53.00000000000001,6044.93,low,senior,1
448.33,1,0,25.0,3,161.0,922.19,medium,young,1
8.65,1,2,48.0,0,273.0,10778.35,low,adult,0
65.57,1,2,41.0,1,82.0,4734.110000000001,low,adult,0
539.81,1,2,46.0,1,177.0,2051.25,medium,adult,0
363.53,1,0,63.0,2,142.0,1038.91,low,senior,1
64.9,0,1,51.0,2,72.0,6854.61,low,adult,1
358.18,1,0,18.0,3,157.0,619.86,low,,1
167.2,1,1,30.0,0,84.00000000000001,11320.83,low,young,2
121.90999999999998,1,1,60.0,0,133.0,14510.8,low,senior,2
137.57,1,2,54.0,1,70.0,5103.67,low,adult,0
534.62,1,2,55.0,0,45.0,13793.53,medium,adult,0
463.92,1,2,50.0,1,199.0,2403.39,medium,adult,0
320.14,1,2,60.0,2,96.0,3075.97,low,senior,0
214.93,1,2,28.0,3,52.00000000000001,7835.4,low,young,1
660.02,1,1,20.0,3,84.00000000000001,414.43,medium,young,1
345.81,1,1,40.0,1,135.0,6116.8,low,adult,2
143.54,1,0,71.0,2,80.0,6067.62,low,senior,1
42.55,1,1,53.0,1,29.000000000000004,7341.43,low,adult,2
541.79,1,0,22.0,3,125.0,1454.08,medium,young,1
40.57,1,1,26.0,3,63.0,1476.91,low,young,1
120.24000000000001,1,1,18.0,3,131.0,1943.1300000000003,low,,1
498.66999999999996,1,2,28.0,3,244.0,1719.97,medium,young,1
227.22,1,0,53.0,0,220.0,832.82,low,adult,2
56.94,0,2,76.0,3,74.0,7004.63,low,senior,1
629.82,1,1,68.0,2,159.0,6385.69,medium,senior,1
59.44,1,2,35.0,1,176.0,5472.03,low,young,0
186.69,1,1,30.0,1,53.99999999999999,8602.22,low,young,2
230.46,1,2,19.0,3,179.0,162.53,low,young,1
65.09,0,2,44.0,1,159.0,9370.9,low,adult,0
457.09,0,2,55.0,1,63.0,8570.82,medium,adult,0
552.02,0,0,44.0,1,100.00000000000001,522.08,medium,adult,2
377.12,1,0,34.0,1,61.00000000000001,836.6699999999998,low,young,2
204.56,0,1,18.0,3,179.0,364.72,low,,1
420.28,1,1,35.0,0,144.0,8557.32,medium,young,2
97.09,1,0,24.0,3,202.0,1579.57,low,young,1
124.59,1,1,27.0,3,171.0,129.29,low,young,1
73.88,1,2,39.0,0,34.0,6474.41,low,adult,0
77.43,1,2,21.0,3,169.0,4734.110000000001,low,young,1
106.16,1,0,56.0,0,277.0,7487.790000000001,low,adult,2
245.93,1,1,54.0,1,172.0,7986.629999999999,low,adult,2
622.41,1,0,64.0,0,125.0,7322.01,medium,senior,2
43.73,1,0,34.0,0,145.0,9929.43,low,young,2
2.03,0,0,33.0,1,28.0,3012.31,low,young,2
770.65,1,2,31.0,0,137.0,7198.8,medium,young,0
260.31,1,1,63.0,0,113.0,10980.38,low,senior,2
356.1,0,1,26.0,3,187.0,868.35,low,young,1
27.07,0,1,80.0,2,39.0,3773.2899999999995,low,senior,1
119.89,1,0,67.0,0,60.00000000000001,6697.77,low,senior,2
106.39,1,2,37.0,0,281.0,9410.99,low,young,0
12.04,1,2,37.0,1,58.00000000000001,6213.32,low,young,0
365.7,1,1,21.0,3,115.0,368.78,low,young,1
29.38,0,1,28.0,3,63.0,1663.31,low,young,1
319.85,1,0,60.0,0,148.0,711.6599999999999,low,senior,2
350.14,0,2,75.0,2,37.99999999999999,2403.25,low,senior,0
163.94,0,1,52.0,2,73.0,5957.37,low,adult,1
170.53,1,1,24.0,3,58.00000000000001,801.01,low,young,1
262.22,0,0,40.0,1,136.0,5711.71,low,adult,2
41.49,1,2,24.0,3,13.0,928.33,low,young,1
121.43,0,1,52.0,1,243.0,7365.28,low,adult,2
350.46,1,1,51.0,2,165.0,5839.38,low,adult,1
220.41,0,2,26.0,1,155.0,5116.98,low,young,0
33.46,1,0,72.0,2,111.0,3641.07,low,senior,1
104.79,1,0,70.0,0,223.0,1352.19,low,senior,2
246.27000000000004,1,2,29.0,0,141.0,7299.86,low,young,0
48.85,1,0,19.0,3,176.0,1503.56,low,young,1
332.0,1,0,69.0,2,17.0,5943.13,low,senior,1
118.1,1,2,54.0,1,167.0,895.6599999999999,low,adult,0
84.59,0,1,67.0,0,10.0,5669.1,low,senior,2
295.64,1,2,21.0,3,82.0,1061.96,low,young,1
514.33,1,1,25.0,3,160.0,1592.94,medium,young,1
94.59,1,2,39.0,0,34.0,6171.89,low,adult,0
80.43,1,1,59.0,2,157.0,5987.67,low,senior,1
54.25,1,2,68.0,0,37.0,14783.33,low,senior,0
178.88,0,1,76.0,2,93.0,4708.29,low,senior,1
518.85,1,2,22.0,3,82.0,1806.0,medium,young,1
10.65,1,2,54.0,0,161.0,13240.72,low,adult,0
198.62,0,1,27.0,3,84.00000000000001,1196.07,low,young,1
107.03,1,1,27.0,3,73.0,1408.07,low,young,1
139.57,1,0,19.0,3,263.0,271.78,low,young,1
312.47,1,0,49.0,3,148.0,9419.27,low,adult,1
346.11,1,1,41.0,1,213.0,9551.64,low,adult,2
138.06,1,1,44.0,1,159.0,1070.47,low,adult,2
158.02,1,0,49.0,1,120.0,9374.24,low,adult,2
830.01,0,2,66.0,2,96.0,4253.18,medium,senior,0
435.5,1,0,55.0,3,112.0,6981.03,medium,adult,1
110.49,1,2,57.0,0,48.0,10483.93,low,adult,0
329.4,1,2,34.0,0,68.00000000000001,9588.07,low,young,0
635.4,1,0,47.0,0,106.0,1238.11,medium,adult,2
769.97,1,1,22.0,3,22.999999999999996,1244.93,medium,young,1
175.07,1,1,26.0,3,169.0,1040.25,low,young,1
7.31,1,1,78.0,2,282.0,5757.67,low,senior,1
175.15,1,0,27.0,3,32.0,4734.110000000001,low,young,1
32.54,1,2,25.0,3,183.0,1544.88,low,young,1
121.82000000000001,1,2,60.0,0,119.0,4734.110000000001,low,senior,0
56.12,1,0,30.0,0,102.0,8839.67,low,young,2
424.7,0,2,56.0,2,178.0,6239.89,medium,adult,0
35.16,1,1,32.0,1,130.0,4734.110000000001,low,young,2
35.73,1,1,65.0,0,87.0,9073.17,low,senior,2
3.44,1,0,78.0,2,107.99999999999999,7561.33,low,senior,1
139.03,0,2,50.0,1,81.0,2276.57,low,adult,0
254.92,0,0,28.0,1,169.0,2791.12,low,young,2
115.11,1,2,28.0,1,139.0,9808.97,low,young,0
171.11,1,0,57.0,2,171.0,6324.09,low,adult,1
168.54,1,0,70.0,0,142.0,13406.0,low,senior,2
420.76,1,1,51.0,2,112.0,6581.55,medium,adult,1
408.46,1,1,64.0,2,28.0,3140.79,medium,senior,1
342.17,0,1,21.0,3,247.0,461.83,low,young,1
580.71,1,0,53.0,1,95.0,5670.0,medium,adult,2
821.54,0,1,79.0,2,36.0,4040.3199999999997,medium,senior,1
253.47,1,1,20.0,3,238.0,220.51,low,young,1
22.81,1,2,62.0,2,75.0,3634.76,low,senior,0
266.57,0,2,39.0,1,96.0,7180.48,low,adult,0
374.61,0,2,75.0,2,37.0,1389.71,low,senior,0
339.35,0,0,78.0,2,70.0,5002.7,low,senior,1
810.36,1,0,20.0,3,67.0,9239.12,medium,young,1
9.83,1,0,24.0,3,86.0,666.42,low,young,1
135.57,0,1,51.0,0,116.00000000000001,11351.64,low,adult,2
340.05,1,0,43.0,1,37.0,7234.15,low,adult,2
283.45,1,1,27.0,1,127.0,2049.51,low,young,2
100.99,1,0,68.0,0,114.0,8865.27,low,senior,2
90.88,1,1,18.0,3,176.0,3908.4700000000003,low,,1
655.15,1,0,26.0,1,264.0,5587.44,medium,young,2
320.55,1,2,50.0,1,118.0,438.75,low,adult,0
41.51,1,2,28.0,3,48.0,609.5999999999999,low,young,1
71.53,0,1,68.0,2,39.0,2393.73,low,senior,1
467.13,0,1,54.0,2,45.0,3914.84,medium,adult,1
235.4,1,1,28.0,3,70.0,818.3599999999999,low,young,1
159.32,1,1,18.0,3,100.00000000000001,304.44,low,,1
50.83,0,2,30.0,0,48.0,9553.42,low,young,0
56.89,0,1,59.0,1,56.0,3034.67,low,senior,2
20.22,1,0,43.0,1,138.0,5515.32,low,adult,2
50.4,1,1,36.0,0,84.00000000000001,1677.01,low,young,2
73.88,1,1,53.0,2,131.0,4055.55,low,adult,1
119.61,1,0,33.0,0,53.00000000000001,9899.94,low,young,2
116.58,1,1,43.0,1,247.0,2620.74,low,adult,2
391.96,1,0,64.0,2,79.0,2174.16,medium,senior,1
156.26,0,1,46.0,1,160.0,7854.100000000001,low,adult,2
427.0,0,1,49.0,1,163.0,8253.65,medium,adult,2
443.68,1,1,18.0,3,137.0,874.1499999999999,medium,,1
101.76,1,1,31.0,0,26.0,6043.25,low,young,2
67.57,1,1,37.0,1,107.0,2766.12,low,young,2
326.29,1,2,56.0,1,179.0,8171.259999999999,low,adult,0
158.56,1,0,33.0,0,100.00000000000001,5401.21,low,young,2
56.02,1,2,27.0,3,142.0,3548.02,low,young,1
288.28,1,2,27.0,3,36.0,160.83,low,young,1
245.67,0,1,24.0,3,107.0,752.2499999999999,low,young,1
152.18,0,2,39.0,1,176.0,2459.84,low,adult,0
114.35,0,1,41.0,1,21.000000000000004,469.12,low,adult,2
373.27,0,2,61.0,0,79.0,8441.61,low,senior,0
504.63000000000005,1,2,60.0,1,168.00000000000003,3806.16,medium,senior,0
126.22,1,0,46.0,1,77.0,6133.41,low,adult,2
820.15,1,1,47.0,0,181.0,8802.97,medium,adult,2
8.37,1,0,63.0,2,135.0,1106.34,low,senior,1
197.49,0,2,53.0,2,30.0,5005.33,low,adult,0
637.97,1,1,58.0,2,90.0,7949.03,medium,adult,1
13.52,1,0,26.0,3,65.0,259.77,low,young,1
432.1,1,0,49.0,1,240.0,2114.3,medium,adult,2
375.17,1,0,51.0,1,66.0,5495.3,low,adult,2
642.68,1,1,50.0,0,94.0,8461.46,medium,adult,2
78.44,0,2,52.0,2,292.0,6870.84,low,adult,0
139.72,1,1,49.0,1,201.0,5058.83,low,adult,2
499.99,1,1,31.0,1,296.0,8885.0,medium,young,2
10.07,1,2,24.0,3,49.0,530.81,low,young,1
120.61999999999999,1,0,23.0,3,85.0,9379.53,low,young,1
578.49,1,1,59.0,2,180.0,6475.13,medium,senior,1
119.3,1,1,34.0,1,22.0,319.04,low,young,2
280.92,1,2,41.0,0,168.00000000000003,5298.85,low,adult,0
42.42,1,2,21.0,3,102.0,490.57,low,young,1
77.03,1,0,67.0,0,259.0,11310.27,low,senior,2
22.59,1,0,62.0,2,45.0,3988.75,low,senior,1
568.76,1,0,51.0,2,155.0,7484.319999999999,medium,adult,1
25.94,0,2,58.0,2,211.0,4815.11,low,adult,0
105.94,1,1,51.0,1,207.0,5963.1,low,adult,2
733.29,1,0,52.0,0,94.0,10427.0,medium,adult,2
350.15,0,0,21.0,3,195.0,296.47,low,young,1
183.67,1,2,19.0,3,238.0,910.26,low,young,1
278.27,1,1,29.0,0,123.0,6684.34,low,young,2
470.3,1,0,40.0,0,88.0,8524.09,medium,adult,2
261.69,1,0,53.0,2,84.00000000000001,5126.65,low,adult,1
365.04,1,1,22.0,3,94.0,873.8899999999999,low,young,1
211.1,1,1,57.0,2,136.0,7059.77,low,adult,1
21.49,1,0,58.0,0,240.0,11991.24,low,adult,2
63.58,1,0,18.0,3,199.0,8086.040000000001,low,,1
321.86,1,0,63.0,0,167.0,12626.49,low,senior,2
12.11,1,1,75.0,2,127.0,1730.28,low,senior,1
642.54,1,1,44.0,1,28.0,3143.17,medium,adult,2
210.45,1,0,27.0,3,146.0,1242.49,low,young,1
313.65,0,1,55.0,2,173.0,1886.36,low,adult,1
99.76,1,1,26.0,3,131.0,416.89,low,young,1
115.32,1,1,53.0,2,113.0,5929.08,low,adult,1
33.61,1,2,23.0,3,72.0,479.08,low,young,1
498.59,0,2,33.0,0,32.0,5862.99,medium,young,0
98.81,1,1,27.0,3,91.0,797.1,low,young,1
1.8700000000000003,1,0,65.0,2,147.0,7287.94,low,senior,1
78.92,0,2,59.0,1,95.0,5624.86,low,senior,0
194.29,0,1,39.0,1,10.0,2988.41,low,adult,2
28.73,1,0,53.0,1,185.0,2712.96,low,adult,2
105.53,1,2,24.0,3,88.0,1433.66,low,young,1
737.34,1,2,30.0,0,34.0,7336.56,medium,young,0
237.86,1,0,18.0,3,210.0,475.62999999999994,low,,1
409.61,1,1,65.0,0,89.0,11698.15,medium,senior,2
75.53,0,2,21.0,3,157.0,1034.35,low,young,1
72.75,1,0,64.0,0,15.0,12042.79,low,senior,2
39.11,1,2,26.0,3,143.0,518.54,low,young,1
729.38,1,0,68.0,0,90.0,9127.65,medium,senior,2
137.49,1,0,34.0,1,50.00000000000001,4471.05,low,young,2
504.71,1,2,29.0,1,61.00000000000001,6214.54,medium,young,0
371.47,0,1,24.0,3,58.00000000000001,1187.04,low,young,1
430.35,1,2,36.0,0,205.0,354.9,medium,young,0
230.32,1,1,35.0,1,56.0,791.46,low,young,2
121.71,1,0,52.0,2,140.0,5878.89,low,adult,1
98.87,1,2,20.0,3,179.0,533.2,low,young,1
117.55,1,0,24.0,3,35.0,897.94,low,young,1
244.64,1,1,30.0,0,103.0,9159.56,low,young,2
321.93,1,0,45.0,1,12.0,4392.73,low,adult,2
283.23,1,2,40.0,1,98.0,2008.7700000000002,low,adult,0
346.65,1,2,30.0,1,60.00000000000001,6356.96,low,young,0
381.62,1,2,64.0,2,164.0,6009.12,low,senior,0
388.65,1,0,76.0,2,43.0,7896.850000000001,medium,senior,1
29.22,1,0,24.0,3,151.0,1649.43,low,young,1
46.75,1,1,67.0,2,150.0,2840.43,low,senior,1
348.64,1,2,57.0,2,128.0,3274.96,low,adult,0
319.17,1,2,73.0,2,81.0,6501.56,low,senior,0
73.95,1,0,26.0,3,75.99999999999999,363.92,low,young,1
389.63,1,2,27.0,1,99.0,9748.48,medium,young,0
217.61,1,0,19.0,3,45.0,1404.53,low,young,1
199.84,1,0,21.0,3,150.0,706.44,low,young,1
56.35,1,0,44.0,0,75.0,5095.73,low,adult,2
248.95000000000002,0,1,65.0,2,29.000000000000004,3059.79,low,senior,1
142.58,1,0,33.0,1,145.0,7844.23,low,young,2
84.34,1,2,58.0,2,247.99999999999997,5313.97,low,adult,0
333.78,1,0,60.0,2,98.0,6810.94,low,senior,1
332.59,1,2,55.0,2,143.0,1457.07,low,adult,0
236.81,1,1,22.0,3,15.0,813.68,low,young,1
417.8,0,1,27.0,3,130.0,1518.82,medium,young,1
319.27,1,0,50.0,0,150.0,10269.78,low,adult,2
384.1,1,1,42.0,1,172.0,672.7899999999998,medium,adult,2
820.62,0,1,61.0,0,158.0,6024.8,medium,senior,2
474.77,0,2,56.0,1,50.00000000000001,2158.59,medium,adult,0
542.72,0,1,43.0,0,91.99999999999999,6011.8,medium,adult,2
79.8,1,0,73.0,2,75.99999999999999,6372.58,low,senior,1
46.24,1,1,57.0,1,52.00000000000001,2569.56,low,adult,2
327.8,1,0,61.0,0,53.99999999999999,10585.48,low,senior,2
445.79,1,0,52.0,0,161.0,717.9899999999999,medium,adult,2
55.89,1,2,72.0,2,150.0,3689.65,low,senior,0
158.41,1,1,28.0,3,16.0,1512.16,low,young,1
101.19,0,2,64.0,0,75.0,14389.45,low,senior,0
827.14,1,1,36.0,1,265.0,9800.21,medium,young,2
61.970000000000006,1,0,74.0,2,95.0,7014.69,low,senior,1
27.21,1,0,79.0,2,102.0,3520.61,low,senior,1
173.74,1,2,80.0,2,64.0,4913.42,low,senior,0
176.11,1,1,38.0,1,105.0,9155.35,low,young,2
88.4,1,2,46.0,1,174.0,2567.53,low,adult,0
567.92,1,2,53.0,2,14.0,3779.4699999999993,medium,adult,0
138.11,0,2,68.0,2,104.0,4177.65,low,senior,0
456.93,0,1,28.0,1,193.0,7284.76,medium,young,2
101.42,1,2,66.0,2,146.0,6530.59,low,senior,0
300.61,1,2,44.0,0,51.00000000000001,7895.540000000001,low,adult,0
265.94,1,2,54.0,1,132.0,6781.3,low,adult,0
345.54,1,2,29.0,1,50.00000000000001,2091.78,low,young,0
411.52,1,0,41.0,0,88.0,11108.39,medium,adult,2
111.21,1,1,35.0,0,111.0,9088.36,low,young,2
316.37,1,0,53.0,1,86.0,4671.69,low,adult,2
260.63,1,1,37.0,1,142.0,7534.7300000000005,low,young,2
92.36,1,0,29.0,1,144.0,6353.14,low,young,2
262.06,1,1,63.0,0,118.0,13587.52,low,senior,2
64.5,1,0,74.0,2,230.0,1351.24,low,senior,1
253.55,1,0,28.0,1,85.0,2797.26,low,young,2
211.36,0,1,21.0,3,125.0,1222.77,low,young,1
175.94,1,0,57.0,2,89.0,3728.0400000000004,low,adult,1
199.47,1,2,57.0,0,142.0,6067.44,low,adult,0
51.07,1,1,63.0,2,133.0,4292.16,low,senior,1
435.86,1,0,56.0,2,134.0,3801.8200000000006,medium,adult,1
74.73,0,1,64.0,2,162.0,6353.22,low,senior,1
182.79,0,2,23.0,3,14.0,1251.85,low,young,1
628.36,1,2,44.0,0,107.99999999999999,11869.71,medium,adult,0
268.39,1,2,29.0,0,177.0,9409.43,low,young,0
362.27,1,0,80.0,2,47.0,6003.59,low,senior,1
560.15,0,2,50.0,1,91.99999999999999,817.83,medium,adult,0
351.99,1,0,80.0,2,45.0,3663.64,low,senior,1
132.36,1,1,28.0,3,160.0,319.65,low,young,1
24.77,0,2,40.0,1,17.0,478.23,low,adult,0
668.67,1,2,44.0,0,143.0,13446.81,medium,adult,0
80.24,0,1,53.0,0,58.00000000000001,8012.810000000001,low,adult,2
8.65,1,0,68.0,2,198.0,4201.22,low,senior,1
178.91,1,0,18.0,3,18.999999999999996,8870.89,low,,1
115.22,1,1,27.0,1,107.99999999999999,906.1999999999999,low,young,2
161.63,1,2,46.0,0,276.0,9286.37,low,adult,0
542.75,0,1,70.0,2,63.0,2224.08,medium,senior,1
317.47,0,2,67.0,0,16.0,14639.28,low,senior,0
280.99,1,1,45.0,1,29.000000000000004,9733.59,low,adult,2
24.19,1,0,29.0,1,28.0,2756.2,low,young,2
586.85,1,0,36.0,0,86.0,6655.15,medium,young,2
372.41,1,0,55.0,2,143.0,3233.87,low,adult,1
211.36,1,0,20.0,3,148.0,1676.57,low,young,1
383.69,1,2,54.0,1,285.0,8371.11,low,adult,0
247.16999999999996,0,1,65.0,2,149.0,2611.64,low,senior,1
48.78,0,1,18.0,3,136.0,552.06,low,,1
4.15,0,1,60.0,2,119.0,6017.36,low,senior,1
60.989999999999995,1,1,34.0,1,58.00000000000001,7281.46,low,young,2
408.19,1,1,26.0,1,241.0,6847.47,medium,young,2
524.6,1,1,58.0,0,75.99999999999999,13017.7,medium,adult,2
108.96,1,0,26.0,3,247.0,7597.660000000001,low,young,1
70.03,1,1,63.0,2,49.0,7330.31,low,senior,1
124.84,1,2,52.0,2,79.0,6711.78,low,adult,0
324.04,1,0,54.0,2,30.0,2248.06,low,adult,1
39.69,1,2,70.0,2,163.0,3524.68,low,senior,0
157.7,0,1,58.0,3,45.99999999999999,8332.58,low,adult,1
81.27,0,2,22.0,3,68.00000000000001,1814.48,low,young,1
193.82,1,1,37.0,1,176.0,3886.7699999999995,low,young,2
16.73,1,2,79.0,2,165.0,7591.129999999999,low,senior,0
474.05,1,0,57.0,2,214.0,1484.31,medium,adult,1
39.21,1,0,66.0,0,245.0,9385.57,low,senior,2
637.75,1,1,79.0,2,151.99999999999997,4202.92,medium,senior,1
153.59,0,1,66.0,2,174.0,4813.12,low,senior,1
186.6,1,1,18.0,3,139.0,9716.68,low,,1
644.08,1,2,24.0,3,55.0,1980.62,medium,young,1
226.66,1,1,41.0,0,168.00000000000003,10216.25,low,adult,2
305.0,1,0,22.0,3,222.0,944.83,low,young,1
233.1,0,1,42.0,0,37.0,7469.2,low,adult,2
793.13,1,2,68.0,0,75.99999999999999,13389.16,medium,senior,0
224.19,1,0,52.0,0,93.0,8475.47,low,adult,2
214.83,0,0,23.0,3,63.0,991.6899999999999,low,young,1
163.46,0,1,63.0,2,111.0,6953.8,low,senior,1
194.99,1,1,34.0,1,91.0,1370.03,low,young,2
23.4,1,0,46.0,0,175.0,14851.28,low,adult,2
227.5,1,2,34.0,0,277.0,11505.35,low,young,0
259.9,1,2,26.0,3,100.00000000000001,914.2799999999999,low,young,1
59.51,0,2,36.0,0,55.0,9955.88,low,young,0
50.63,1,2,64.0,2,143.0,4732.81,low,senior,0
112.94,0,2,73.0,2,30.999999999999996,3807.8399999999997,low,senior,0
11.81,1,0,21.0,3,131.0,320.25,low,young,1
329.14,1,1,55.0,0,14.0,12033.92,low,adult,2
154.24,1,0,61.0,2,82.0,6109.55,low,senior,1
233.44,1,2,20.0,3,297.0,1691.88,low,young,1
141.8,1,0,18.0,3,116.00000000000001,1697.67,low,,1
209.03,1,1,55.0,1,126.0,8359.5,low,adult,2
261.14,1,1,42.0,1,162.0,6100.08,low,adult,2
101.81,1,0,45.0,0,105.0,13872.03,low,adult,2
98.71,1,0,32.0,0,117.0,10095.23,low,young,2
87.38,1,1,21.0,3,252.0,1504.99,low,young,1
83.39,1,1,32.0,0,158.0,13182.11,low,young,2
267.55,1,2,46.0,1,40.0,4330.04,low,adult,0
870.05,1,0,29.0,0,39.0,905.2499999999999,medium,young,2
154.32,0,0,38.0,1,112.0,6972.5,low,young,2
164.51,1,1,78.0,2,110.0,3553.69,low,senior,1
758.12,1,0,69.0,2,90.0,6164.65,medium,senior,1
103.76,1,2,28.0,1,188.0,9626.14,low,young,0
583.92,1,2,55.0,1,139.0,6364.14,medium,adult,0
204.06,1,2,77.0,2,159.0,4351.83,low,senior,0
53.51,1,2,56.0,2,165.0,5773.5,low,adult,0
52.95,0,2,68.0,3,14.0,6335.58,low,senior,1
120.17,1,0,49.0,0,105.0,5403.79,low,adult,2
220.8,1,2,31.0,1,28.0,8135.31,low,young,0
119.01,1,0,45.0,0,87.0,9798.26,low,adult,2
183.32,1,0,21.0,3,74.0,137.42,low,young,1
858.88,1,2,60.0,1,227.0,7015.46,medium,senior,0
11.46,0,2,41.0,1,128.0,2356.71,low,adult,0
61.37,1,1,75.0,2,164.0,4294.44,low,senior,1
103.08,0,1,49.0,1,150.0,9251.38,low,adult,2
1.2100000000000002,1,1,55.0,2,196.0,7542.739999999999,low,adult,1
425.18,0,2,26.0,1,172.0,9880.71,medium,young,0
60.96,1,0,52.0,2,238.0,6189.24,low,adult,1
64.21,1,0,51.0,0,37.0,12540.18,low,adult,2
523.02,1,2,53.0,2,83.0,4586.11,medium,adult,0
50.26,1,1,65.0,2,164.0,1519.38,low,senior,1
110.08,1,1,19.0,3,95.0,1447.26,low,young,1
54.47,0,1,23.0,3,34.0,1131.42,low,young,1
79.76,1,2,68.0,0,115.0,10278.75,low,senior,0
16.79,0,2,30.0,0,146.0,535.15,low,young,0
68.62,1,1,29.0,0,157.0,13891.47,low,young,2
211.36,1,1,20.0,3,280.0,1545.77,low,young,1
643.38,0,2,18.0,3,105.0,1046.74,medium,,1
328.34,0,2,42.0,1,30.999999999999996,2840.45,low,adult,0
72.68,1,2,69.0,2,44.0,6216.77,low,senior,0
354.76,1,1,51.0,0,279.0,10141.92,low,adult,2
793.88,0,0,22.0,3,252.0,1404.06,medium,young,1
29.22,1,0,27.0,1,69.00000000000001,7795.79,low,young,2
653.97,1,1,37.0,1,100.00000000000001,3886.65,medium,young,2
366.43,0,2,21.0,3,91.99999999999999,1560.45,low,young,1
120.86,1,2,33.0,0,162.0,13566.58,low,young,0
233.74,1,2,72.0,2,142.0,4749.54,low,senior,0
471.84,1,0,18.0,3,138.0,1044.33,medium,,1
213.4,0,1,73.0,2,100.00000000000001,2012.24,low,senior,1
254.20999999999998,1,0,48.0,1,45.99999999999999,2487.2,low,adult,2
577.73,1,0,37.0,0,63.0,14977.99,medium,young,2
170.26,1,0,27.0,3,265.0,1969.48,low,young,1
337.73,1,2,78.0,2,107.0,7001.2,low,senior,0
330.61,0,1,64.0,2,113.0,2525.25,low,senior,1
132.33,0,0,35.0,1,47.0,7457.94,low,young,2
672.74,0,1,46.0,1,118.0,4734.110000000001,medium,adult,2
74.04,1,2,18.0,3,66.0,1690.23,low,,1
197.18,1,2,28.0,1,135.0,3114.92,low,young,0
21.15,1,1,70.0,2,180.0,3466.74,low,senior,1
218.37,1,0,62.0,0,112.0,9942.24,low,senior,2
590.01,1,2,29.0,0,140.0,9791.74,medium,young,0
697.82,1,2,44.0,1,153.0,6824.0,medium,adult,0
302.76,1,0,38.0,1,88.0,8583.39,low,young,2
148.0,1,1,20.0,3,35.0,1488.65,low,young,1
22.26,1,1,19.0,3,56.0,5583.88,low,young,1
0.86,1,0,25.0,3,139.0,1357.22,low,young,1
757.1,1,1,65.0,0,203.0,10553.23,medium,senior,2
38.81,0,2,25.0,3,145.0,1619.6,low,young,1
76.51,0,2,49.0,1,120.0,9475.4,low,adult,0
32.46,1,2,31.0,0,10.0,8656.18,low,young,0
20.64,1,1,22.0,3,59.00000000000001,949.38,low,young,1
662.11,1,1,23.0,3,219.0,1996.38,medium,young,1
288.77,1,1,55.0,1,110.0,8836.51,low,adult,2
35.05,1,1,30.0,0,105.0,14330.47,low,young,2
214.73,0,0,46.0,0,26.0,5368.42,low,adult,2
25.38,1,1,57.0,1,66.0,8616.05,low,adult,2
617.66,1,0,41.0,1,40.0,5906.58,medium,adult,2
446.39,1,0,63.0,2,77.0,7863.6,medium,senior,1
